0.14999,0.0225,2.93E-05,-1.36E-04,4.62799,,0.15,-3.40E-06,-3.40E-06,-5.80E-05,-17.05882
0.15099,0.0228,2.68E-05,-1.33E-04,4.95149,,0.15099,-3.00E-06,-3.00E-06,-6.05E-05,-20.16667
0.15199,0.0231,2.27E-05,-1.30E-04,5.70485,,0.15201,-3.90E-06,-3.90E-06,-6.02E-05,-15.4359
0.15299,0.02341,2.40E-05,-1.30E-04,5.43333,,0.15299,-4.20E-06,-4.20E-06,-5.83E-05,-13.88095
0.154,0.02372,2.48E-05,-1.30E-04,5.23387,,0.15399,-4.00E-06,-4.00E-06,-5.72E-05,-14.3
0.15498,0.02402,2.45E-05,-1.29E-04,5.27755,,0.15501,-4.40E-06,-4.40E-06,-5.81E-05,-13.20455
0.15598,0.02433,2.86E-05,-1.33E-04,4.63287,,0.15599,-5.40E-06,-5.40E-06,-5.50E-05,-10.18519
0.15699,0.02465,2.01E-05,-1.26E-04,6.26368,,0.15699,-4.90E-06,-4.90E-06,-5.54E-05,-11.30612
0.15798,0.02496,1.97E-05,-1.24E-04,6.30964,,0.15799,-5.20E-06,-5.20E-06,-5.43E-05,-10.44231
0.15899,0.02528,2.07E-05,-1.26E-04,6.0628,,0.15898,-4.80E-06,-4.80E-06,-5.57E-05,-11.60417
0.16,0.0256,2.46E-05,-1.29E-04,5.23171,,0.15999,-5.70E-06,-5.70E-06,-5.16E-05,-9.05263
0.16099,0.02592,2.17E-05,-1.26E-04,5.78802,,0.161,-6.00E-06,-6.00E-06,-5.19E-05,-8.65
0.16198,0.02624,2.18E-05,-1.25E-04,5.72018,,0.16199,-6.10E-06,-6.10E-06,-5.20E-05,-8.52459
0.163,0.02657,2.06E-05,-1.25E-04,6.07767,,0.16299,-5.90E-06,-5.90E-06,-5.23E-05,-8.86441
0.164,0.0269,2.17E-05,-1.25E-04,5.75115,,0.16399,-6.10E-06,-6.10E-06,-5.14E-05,-8.42623
0.16499,0.02722,2.15E-05,-1.24E-04,5.76744,,0.16498,-6.20E-06,-6.20E-06,-5.01E-05,-8.08065
0.16599,0.02755,1.78E-05,-1.21E-04,6.7809,,0.16598,-6.20E-06,-6.20E-06,-4.78E-05,-7.70968
0.167,0.02789,2.12E-05,-1.24E-04,5.82547,,0.16699,-7.20E-06,-7.20E-06,-5.04E-05,-7
0.16799,0.02822,1.68E-05,-1.21E-04,7.17857,,0.16799,-6.70E-06,-6.70E-06,-5.45E-05,-8.13433
0.169,0.02856,2.04E-05,-1.23E-04,6.04412,,0.16899,-7.30E-06,-7.30E-06,-4.97E-05,-6.80822
0.16999,0.0289,1.66E-05,-1.18E-04,7.10843,,0.16999,-7.60E-06,-7.60E-06,-4.84E-05,-6.36842
0.17098,0.02923,1.55E-05,-1.17E-04,7.56774,,0.17099,-7.30E-06,-7.30E-06,-5.08E-05,-6.9589
0.17199,0.02958,1.94E-05,-1.21E-04,6.23196,,0.17199,-7.90E-06,-7.90E-06,-4.79E-05,-6.06329
0.173,0.02993,1.79E-05,-1.20E-04,6.67598,,0.17299,-7.50E-06,-7.50E-06,-4.35E-05,-5.8
0.17401,0.03028,1.68E-05,-1.19E-04,7.05357,,0.17397,-7.80E-06,-7.80E-06,-4.98E-05,-6.38462
0.17498,0.03062,1.67E-05,-1.18E-04,7.07784,,0.17499,-7.90E-06,-7.90E-06,-4.64E-05,-5.87342
0.176,0.03097,1.22E-05,-1.12E-04,9.21311,,0.17599,-7.70E-06,-7.70E-06,-4.42E-05,-5.74026
0.17699,0.03132,1.35E-05,-1.15E-04,8.48148,,0.17699,-8.50E-06,-8.50E-06,-4.54E-05,-5.34118
0.17798,0.03168,1.23E-05,-1.13E-04,9.1626,,0.17799,-7.40E-06,-7.40E-06,-4.24E-05,-5.72973
0.17899,0.03204,9.80E-06,-1.09E-04,11.11224,,0.17899,-8.10E-06,-8.10E-06,-4.53E-05,-5.59259
0.18,0.0324,1.03E-05,-1.10E-04,10.66019,,0.17999,-8.10E-06,-8.10E-06,-4.31E-05,-5.32099
0.181,0.03276,9.60E-06,-1.10E-04,11.45833,,0.181,-8.60E-06,-8.60E-06,-4.39E-05,-5.10465
0.18199,0.03312,1.04E-05,-1.11E-04,10.625,,0.18198,-8.70E-06,-8.70E-06,-4.25E-05,-4.88506
0.18298,0.03348,8.40E-06,-1.07E-04,12.67857,,0.18301,-8.30E-06,-8.30E-06,-4.24E-05,-5.10843
0.184,0.03386,1.28E-05,-1.13E-04,8.8125,,0.184,-8.20E-06,-8.20E-06,-4.03E-05,-4.91463
0.185,0.03423,7.60E-06,-1.06E-04,13.89474,,0.185,-8.80E-06,-8.80E-06,-4.22E-05,-4.79545
0.186,0.0346,1.04E-05,-1.09E-04,10.48077,,0.186,-8.30E-06,-8.30E-06,-3.91E-05,-4.71084
0.187,0.03497,7.60E-06,-1.07E-04,14.09211,,0.18699,-7.80E-06,-7.80E-06,-3.75E-05,-4.80769
0.18798,0.03534,9.00E-06,-1.08E-04,12.04444,,0.18799,-8.00E-06,-8.00E-06,-3.75E-05,-4.6875
0.18898,0.03571,6.60E-06,-1.05E-04,15.87879,,0.18899,-9.30E-06,-9.30E-06,-3.95E-05,-4.24731
0.18999,0.0361,6.50E-06,-1.05E-04,16.07692,,0.18998,-9.00E-06,-9.00E-06,-4.14E-05,-4.6
0.191,0.03648,8.10E-06,-1.06E-04,13.1358,,0.191,-9.20E-06,-9.20E-06,-4.09E-05,-4.44565
0.19199,0.03686,1.04E-05,-1.09E-04,10.46154,,0.19199,-9.90E-06,-9.90E-06,-4.09E-05,-4.13131
0.19299,0.03724,6.20E-06,-1.04E-04,16.75806,,0.19299,-9.40E-06,-9.40E-06,-4.22E-05,-4.48936
0.19398,0.03763,7.20E-06,-1.04E-04,14.48611,,0.19399,-1.01E-05,-1.01E-05,-4.17E-05,-4.12871
0.195,0.03802,8.40E-06,-1.06E-04,12.66667,,0.195,-9.10E-06,-9.10E-06,-3.61E-05,-3.96703
0.19599,0.03841,9.30E-06,-1.07E-04,11.51613,,0.19599,-1.01E-05,-1.01E-05,-3.93E-05,-3.89109
0.197,0.03881,6.70E-06,-1.05E-04,15.61194,,0.19699,-9.80E-06,-9.80E-06,-3.82E-05,-3.89796
0.19801,0.03921,3.60E-06,-9.92E-05,27.55556,,0.19801,-9.80E-06,-9.80E-06,-3.83E-05,-3.90816
0.19898,0.03959,4.70E-06,-1.03E-04,21.85106,,0.19899,-9.30E-06,-9.30E-06,-3.54E-05,-3.80645
0.19999,0.04,3.80E-06,-1.02E-04,26.71053,,0.19999,-9.90E-06,-9.90E-06,-3.71E-05,-3.74747
0.201,0.0404,6.60E-06,-1.05E-04,15.84848,,0.20099,-1.03E-05,-1.03E-05,-3.85E-05,-3.73786
0.20199,0.0408,3.90E-06,-1.00E-04,25.74359,,0.202,-9.50E-06,-9.50E-06,-3.56E-05,-3.74737
0.203,0.04121,1.60E-06,-9.72E-05,60.75,,0.203,-9.40E-06,-9.40E-06,-3.48E-05,-3.70213
0.20399,0.04161,2.90E-06,-9.94E-05,34.27586,,0.20398,-9.50E-06,-9.50E-06,-3.35E-05,-3.52632
0.205,0.04202,3.90E-06,-1.00E-04,25.71795,,0.205,-1.02E-05,-1.02E-05,-3.51E-05,-3.44118
0.20599,0.04243,1.90E-06,-9.68E-05,50.94737,,0.20599,-1.02E-05,-1.02E-05,-3.48E-05,-3.41176
0.20699,0.04284,2.50E-06,-9.91E-05,39.64,,0.20701,-9.50E-06,-9.50E-06,-3.41E-05,-3.58947
0.20799,0.04326,2.80E-06,-9.75E-05,34.82143,,0.20799,-9.40E-06,-9.40E-06,-3.23E-05,-3.43617
0.209,0.04368,3.90E-06,-9.95E-05,25.51282,,0.20899,-9.80E-06,-9.80E-06,-3.32E-05,-3.38776
0.20999,0.04409,2.30E-06,-9.81E-05,42.65217,,0.20998,-1.01E-05,-1.01E-05,-3.33E-05,-3.29703
0.21099,0.04452,3.70E-06,-1.01E-04,27.2973,,0.21099,-1.00E-05,-1.00E-05,-3.27E-05,-3.27
0.21199,0.04494,1.70E-06,-9.65E-05,56.76471,,0.21199,-1.02E-05,-1.02E-05,-3.15E-05,-3.08824
0.21301,0.04537,-3.10E-06,-8.96E-05,-28.90323,,0.21299,-9.40E-06,-9.40E-06,-3.10E-05,-3.29787
0.21399,0.04579,-2.40E-06,-9.06E-05,-37.75,,0.21399,-1.02E-05,-1.02E-05,-3.16E-05,-3.09804
0.215,0.04622,-5.00E-07,-9.36E-05,-187.2,,0.215,-9.50E-06,-9.50E-06,-3.05E-05,-3.21053
0.21598,0.04665,1.00E-06,-9.58E-05,95.8,,0.21599,-9.40E-06,-9.40E-06,-3.01E-05,-3.20213
0.217,0.04709,-4.00E-07,-9.29E-05,-232.25,,0.21699,-8.60E-06,-8.60E-06,-3.06E-05,-3.55814
0.21799,0.04752,9.00E-07,-9.63E-05,107,,0.21799,-9.90E-06,-9.90E-06,-3.10E-05,-3.13131
